datetime,Hour,Temp,Precipitation,wind_obs,RH,Dew,Temp_K
01/04/2017 0:00,0,1.2,0,3.6,89,-1,274.35
01/04/2017 1:00,1,0.8,0,1.9,92,-0.8,273.95
01/04/2017 2:00,2,0.3,0,2.3,98,-0.1,273.45
01/04/2017 3:00,3,0.2,0,0.8,99,0,273.35
01/04/2017 4:00,4,0.2,0,2.4,99,0,273.35
01/04/2017 5:00,5,0.4,0,1,98,0,273.55
01/04/2017 6:00,6,0,0,1.7,98,-0.4,273.15
01/04/2017 7:00,7,0,0,1.1,99,-0.2,273.15
01/04/2017 8:00,8,0.4,0,1,96,-0.4,273.55
01/04/2017 9:00,9,2.5,2,1.4,85,-0.5,275.65
01/04/2017 10:00,10,3.4,6,3.6,76,-1.4,276.55
01/04/2017 11:00,11,3.9,3,4.2,73,-1.5,277.05
01/04/2017 12:00,12,4.1,0,3,71,-1.7,277.25
01/05/2017 0:00,0,1.7,0,3.6,92,0.1,274.85
01/05/2017 1:00,1,1,0,3.8,95,0,274.15
01/05/2017 2:00,2,1.1,0,1.3,95,0.1,274.25
01/05/2017 3:00,3,1.2,0,2.2,92,-0.4,274.35
01/05/2017 4:00,4,1.2,0,1.4,93,-0.2,274.35
01/05/2017 5:00,5,0.6,0,0,93,-0.8,273.75
01/05/2017 6:00,6,0.2,0,2.8,90,-1.8,273.35
01/05/2017 7:00,7,0.1,0,1.3,89,-2.1,273.25
01/05/2017 8:00,8,0.3,0,1.6,95,-0.7,273.45
01/05/2017 9:00,9,1.6,0,1.4,92,0,274.75
01/05/2017 10:00,10,3.6,0,0.9,78,-0.8,276.75
01/05/2017 11:00,11,4.4,0,0.5,69,-1.8,277.55
01/05/2017 12:00,12,4.3,0,5,76,-0.5,277.45
01/05/2017 13:00,13,4.9,0,4.5,80,0.9,278.05
01/05/2017 14:00,14,6.3,0,2.1,68,-0.1,279.45
01/05/2017 15:00,15,6.2,0,2,75,1.2,279.35
01/05/2017 16:00,16,7.2,0,5,66,0.4,280.35
01/05/2017 17:00,17,6.7,0,8.4,68,0.3,279.85
01/05/2017 18:00,18,6.1,0,7.2,73,0.7,279.25
01/05/2017 19:00,19,3.2,0,0.6,91,1.4,276.35
01/05/2017 20:00,20,2.4,0,3.3,93,1,275.55
01/05/2017 21:00,21,2.3,0,1.6,92,0.7,275.45
01/05/2017 22:00,22,2.4,0,1.4,91,0.6,275.55
01/05/2017 23:00,23,2.4,0,4.8,87,-0.2,275.55
01/06/2017 0:00,0,1.4,0,5.8,92,-0.2,274.55
01/06/2017 1:00,1,0.8,0,1.4,95,-0.2,273.95
01/06/2017 2:00,2,0.4,0,1.1,98,0,273.55
01/06/2017 3:00,3,0,0,1.3,98,-0.4,273.15
01/06/2017 4:00,4,-0.2,0,0,98,-0.6,272.95
01/06/2017 5:00,5,-0.2,0,0,99,-0.4,272.95
01/06/2017 6:00,6,-0.2,0,0,99,-0.4,272.95
01/06/2017 7:00,7,0,0,0,99,-0.2,273.15
01/06/2017 8:00,8,0.1,0,0,99,-0.1,273.25
01/06/2017 9:00,9,1.9,3,1.8,91,0.1,275.05
01/06/2017 16:00,16,4.8,0,5.1,86,2,277.95
01/06/2017 17:00,17,3.9,0,2.7,89,1.7,277.05
01/06/2017 18:00,18,3.5,0,2.7,93,2.1,276.65
01/06/2017 19:00,19,3.4,0,3.4,88,1,276.55
01/06/2017 20:00,20,2.2,0,5.1,92,0.6,275.35
01/06/2017 21:00,21,2.5,0,2.1,90,0.5,275.65
01/06/2017 22:00,22,2.1,0,3.2,93,0.7,275.25
01/07/2017 2:00,2,0.4,0,2.4,99,0.2,273.55
01/07/2017 8:00,8,0.2,0,0.6,99,0,273.35
01/07/2017 9:00,9,0.8,1,0.9,98,0.4,273.95
01/07/2017 10:00,10,1.3,5,1.1,94,0.1,274.45
01/07/2017 11:00,11,1.9,4,2.9,92,0.3,275.05
01/07/2017 12:00,12,2.7,0,4.2,89,0.5,275.85
01/07/2017 13:00,13,3.8,0,1.7,85,0.8,276.95
01/07/2017 14:00,14,5.8,0,4.3,73,0.4,278.95
01/07/2017 15:00,15,5,0,5.5,78,0.6,278.15
01/07/2017 16:00,16,5.4,0,5.3,80,1.4,278.55
01/07/2017 17:00,17,5.5,0,1.5,73,0.1,278.65
01/07/2017 18:00,18,5.7,0,6.5,75,0.7,278.85
01/07/2017 19:00,19,2.4,0,1.2,92,0.8,275.55
01/07/2017 21:00,21,0.2,0,2.2,98,-0.2,273.35
01/07/2017 22:00,22,0.3,0,2.5,99,0.1,273.45
01/07/2017 23:00,23,0.7,0,1.6,96,-0.1,273.85
01/08/2017 0:00,0,0.3,0,2,97,-0.3,273.45
01/08/2017 1:00,1,0.7,0,2.4,95,-0.3,273.85
01/08/2017 2:00,2,0.8,0,2.7,95,-0.2,273.95
01/08/2017 3:00,3,0.7,0,1.8,96,-0.1,273.85
01/08/2017 4:00,4,0.9,0,2.5,95,-0.1,274.05
01/08/2017 5:00,5,0.9,0,3.2,96,0.1,274.05
01/08/2017 6:00,6,0.8,0,4.9,96,0,273.95
01/08/2017 7:00,7,0.7,0,4.5,95,-0.3,273.85
01/08/2017 8:00,8,0.3,0,3.5,97,-0.3,273.45
01/08/2017 9:00,9,0.6,1,2.6,97,0,273.75
01/08/2017 10:00,10,2.1,6,3.6,93,0.7,275.25
01/08/2017 11:00,11,2.7,6,1.6,87,0.1,275.85
01/08/2017 12:00,12,2.4,4,1.2,89,0.2,275.55
01/08/2017 13:00,13,2,2,4,91,0.2,275.15
01/09/2017 0:00,0,0.8,0,2.4,96,0,273.95
01/09/2017 1:00,1,1,0,4.8,95,0,274.15
01/09/2017 2:00,2,0.9,0,4.8,95,-0.1,274.05
01/09/2017 3:00,3,0.6,0,4.5,96,-0.2,273.75
01/09/2017 4:00,4,0.5,0,2.9,97,-0.1,273.65
01/09/2017 5:00,5,0.4,0,2.5,97,-0.2,273.55
01/09/2017 6:00,6,0.6,0,3.1,95,-0.4,273.75
01/09/2017 7:00,7,0.6,0,2.7,95,-0.4,273.75
01/09/2017 8:00,8,0.8,0,2.2,94,-0.4,273.95
01/09/2017 9:00,9,1.8,0,1.4,88,-0.6,274.95
01/09/2017 10:00,10,2.2,0,4,87,-0.4,275.35
01/09/2017 16:00,16,6.1,0,6.1,74,0.9,279.25
01/09/2017 17:00,17,4.8,0,4.8,82,1.2,277.95
01/09/2017 18:00,18,4.1,0,3.7,85,1.1,277.25
01/09/2017 19:00,19,2.6,0,2.4,93,1.2,275.75
01/09/2017 20:00,20,3.4,0,5.6,82,-0.2,276.55
01/09/2017 21:00,21,3,0,3.6,82,-0.6,276.15
01/09/2017 22:00,22,3,0,4.9,82,-0.6,276.15
01/09/2017 23:00,23,2.7,0,5,82,-0.9,275.85
01/10/2017 0:00,0,2.6,0,6.4,82,-1,275.75
01/10/2017 1:00,1,2.4,0,6,83,-1,275.55
01/10/2017 2:00,2,2.4,0,4.1,82,-1.2,275.55
01/10/2017 3:00,3,2,0,2.5,84,-1.2,275.15
01/10/2017 4:00,4,1.7,0,1.8,85,-1.3,274.85
01/10/2017 5:00,5,0.7,0,0.4,91,-1.1,273.85
01/10/2017 6:00,6,0.6,0,2,88,-1.8,273.75
01/10/2017 7:00,7,0.5,0,1.1,86,-2.3,273.65
01/10/2017 8:00,8,1.4,0,1.6,84,-1.8,274.55
01/10/2017 9:00,9,2.9,0,2.9,79,-1.3,276.05
01/10/2017 10:00,10,3.5,0,3.4,75,-1.5,276.65
01/10/2017 15:00,15,6.4,0,5.3,71,0.6,279.55
01/10/2017 16:00,16,6.8,0,5.3,68,0.4,279.95
01/10/2017 17:00,17,7.1,0,4.4,66,0.3,280.25
01/10/2017 18:00,18,6.5,0,3.9,67,-0.1,279.65
01/10/2017 19:00,19,5.3,0,3.9,73,-0.1,278.45
01/10/2017 20:00,20,3.4,0,4.6,89,1.2,276.55
01/10/2017 21:00,21,3.3,0,3.8,87,0.7,276.45
01/10/2017 22:00,22,2.9,0,2.8,87,0.3,276.05
01/10/2017 23:00,23,2.4,0,1.6,87,-0.2,275.55
01/11/2017 0:00,0,2.3,0,3,82,-1.3,275.45
01/11/2017 1:00,1,2.4,0,3.3,81,-1.4,275.55
01/11/2017 2:00,2,2.2,0,3,82,-1.4,275.35
01/11/2017 3:00,3,2,0,2.6,80,-2,275.15
01/11/2017 4:00,4,1,0,0.7,83,-2.4,274.15
01/11/2017 5:00,5,0.3,0,3.6,94,-0.9,273.45
01/11/2017 6:00,6,0.2,0,2.8,96,-0.6,273.35
01/11/2017 7:00,7,0.3,0,1.4,94,-0.9,273.45
01/11/2017 8:00,8,0.4,0,0.4,96,-0.4,273.55
01/11/2017 9:00,9,1.4,0,1.3,90,-0.6,274.55
01/11/2017 14:00,14,3.2,2,3.3,83,-0.2,276.35
01/11/2017 15:00,15,5.8,0,3.4,72,0.2,278.95
01/12/2017 0:00,0,2,0,2.4,86,-0.8,275.15
01/12/2017 1:00,1,1.5,0,1.9,90,-0.5,274.65
01/12/2017 2:00,2,1.9,0,3.6,86,-0.9,275.05
01/12/2017 3:00,3,2.2,0,4.1,80,-1.8,275.35
01/12/2017 4:00,4,1.7,0,5.7,77,-2.9,274.85
01/12/2017 5:00,5,1.2,0,3.9,77,-3.4,274.35
01/12/2017 6:00,6,0.6,0,4.2,81,-3.2,273.75
01/12/2017 7:00,7,0.2,0,2.6,87,-2.4,273.35
01/12/2017 8:00,8,0.4,0,2.3,87,-2.2,273.55
01/12/2017 14:00,14,7.6,0,5.6,58,-0.8,280.75
01/13/2017 0:00,0,2.6,0,2.1,83,-0.8,275.75
01/13/2017 1:00,1,2.4,0,3.1,81,-1.4,275.55
01/13/2017 2:00,2,2.1,0,2.4,81,-1.7,275.25
01/13/2017 3:00,3,1.7,0,2.7,80,-2.3,274.85
01/13/2017 4:00,4,1.5,0,2,81,-2.3,274.65
01/13/2017 5:00,5,0.2,0,1.3,90,-1.8,273.35
01/13/2017 6:00,6,0.6,0,1.8,87,-2,273.75
01/13/2017 7:00,7,0.9,0,1.5,85,-2.1,274.05
01/13/2017 8:00,8,1.4,0,1.2,84,-1.8,274.55
01/13/2017 9:00,9,2.6,0,1.8,80,-1.4,275.75
01/13/2017 10:00,10,3.6,0,1.2,75,-1.4,276.75
01/13/2017 11:00,11,4.9,0,1.8,67,-1.7,278.05
01/13/2017 12:00,12,4.9,0,2.5,71,-0.9,278.05
01/13/2017 13:00,13,5.8,0,4,71,0,278.95
01/13/2017 14:00,14,6.8,0,1.8,66,0,279.95
01/13/2017 15:00,15,5.9,0,5.4,76,1.1,279.05
01/13/2017 16:00,16,6.5,0,5.7,70,0.5,279.65
01/13/2017 17:00,17,4.9,0,7.7,82,1.3,278.05
01/13/2017 18:00,18,2.6,0,4.3,89,0.4,275.75
01/13/2017 19:00,19,3.5,0,2.7,80,-0.5,276.65
01/13/2017 20:00,20,2.8,0,3,86,0,275.95
01/13/2017 21:00,21,3.4,0,1.2,84,0.2,276.55
01/13/2017 22:00,22,2.7,0,4.7,91,0.9,275.85
01/13/2017 23:00,23,1.9,0,3.2,93,0.5,275.05
01/14/2017 0:00,0,0.5,0,1.3,98,0.1,273.65
01/14/2017 1:00,1,0.3,0,3.2,99,0.1,273.45
01/14/2017 2:00,2,0.1,0,1.4,99,-0.1,273.25
01/14/2017 3:00,3,0.3,0,3,97,-0.3,273.45
01/14/2017 4:00,4,0.4,0,0.7,94,-0.8,273.55
01/14/2017 5:00,5,-0.1,0,0,98,-0.5,273.05
01/14/2017 6:00,6,-0.5,0,0,98,-0.9,272.65
01/14/2017 7:00,7,-0.7,0,1.9,98,-1.1,272.45
01/14/2017 8:00,8,-0.4,0,0.7,98,-0.8,272.75
01/14/2017 9:00,9,1,2,0.7,91,-0.8,274.15
01/14/2017 10:00,10,2.9,2,2.5,82,-0.7,276.05
01/14/2017 11:00,11,3.6,0,2.3,76,-1.2,276.75
01/14/2017 12:00,12,5.4,0,5.1,68,-1,278.55
01/14/2017 13:00,13,6.1,0,6.7,68,-0.3,279.25
01/14/2017 14:00,14,6.3,0,5.1,65,-0.7,279.45
01/14/2017 15:00,15,7.3,0,3.8,64,0.1,280.45
01/14/2017 16:00,16,7.6,0,4.1,62,0,280.75
01/14/2017 17:00,17,7.5,0,5,66,0.7,280.65
01/14/2017 18:00,18,3.6,2,6.4,90,1.6,276.75
01/14/2017 19:00,19,3.6,0,4.9,88,1.2,276.75
01/14/2017 20:00,20,2.1,2,2.4,92,0.5,275.25
01/15/2017 0:00,0,0.4,0,0,98,0,273.55
01/15/2017 1:00,1,0.4,0,0,97,-0.2,273.55
01/15/2017 7:00,7,-0.7,0,0,99,-0.9,272.45
01/15/2017 8:00,8,-0.2,0,0,99,-0.4,272.95
01/15/2017 9:00,9,0.7,5,2.3,95,-0.3,273.85
01/15/2017 10:00,10,2.2,4,2.5,85,-0.8,275.35
01/15/2017 11:00,11,4.2,0,2.6,73,-1.2,277.35
01/15/2017 12:00,12,5.2,0,4.3,68,-1.2,278.35
01/15/2017 13:00,13,6.3,0,5,66,-0.5,279.45
01/15/2017 14:00,14,7.3,0,8,64,0.1,280.45
01/15/2017 15:00,15,7.3,0,7.2,63,-0.1,280.45
01/15/2017 16:00,16,6.3,0,6,70,0.3,279.45
01/15/2017 17:00,17,6.5,0,4.1,68,0.1,279.65
01/15/2017 18:00,18,6.5,0,6.7,63,-0.9,279.65
01/15/2017 19:00,19,4,0,3.3,74,-1.2,277.15
01/15/2017 20:00,20,3.2,0,1.1,76,-1.6,276.35
01/15/2017 21:00,21,2.8,0,1,82,-0.8,275.95
01/15/2017 22:00,22,2.9,0,1.8,83,-0.5,276.05
01/15/2017 23:00,23,3.5,0,4.4,82,-0.1,276.65
01/16/2017 0:00,0,3.4,0,4.1,79,-0.8,276.55
01/16/2017 1:00,1,2.7,0,6.8,80,-1.3,275.85
01/16/2017 2:00,2,0.8,0,1.1,95,-0.2,273.95
01/16/2017 3:00,3,1.3,0,0.8,91,-0.5,274.45
01/16/2017 4:00,4,1.3,0,1.5,89,-0.9,274.45
01/16/2017 5:00,5,1.2,0,0.2,88,-1.2,274.35
01/16/2017 6:00,6,0.4,0,1.7,93,-1,273.55
01/16/2017 7:00,7,-0.1,0,1.9,93,-1.5,273.05
01/16/2017 8:00,8,0.9,0,1.2,88,-1.5,274.05
01/16/2017 14:00,14,6,0,9.3,66,-0.8,279.15
01/16/2017 15:00,15,4.4,0,5.5,79,0.2,277.55
01/16/2017 16:00,16,6,0,2.8,69,-0.2,279.15
01/16/2017 17:00,17,6.9,0,6,62,-0.7,280.05
01/16/2017 18:00,18,2.7,1,3.9,90,0.7,275.85
01/16/2017 19:00,19,1.8,1,4.2,93,0.4,274.95
01/16/2017 20:00,20,1.8,1,3.9,94,0.6,274.95
01/16/2017 21:00,21,2,0,3.2,92,0.4,275.15
01/16/2017 22:00,22,2,0,2.1,90,0,275.15
01/16/2017 23:00,23,2.6,0,4.8,85,-0.4,275.75
01/17/2017 0:00,0,2.5,0,4.4,85,-0.5,275.65
01/17/2017 1:00,1,2.4,0,3.9,84,-0.8,275.55
01/17/2017 2:00,2,2.4,0,3.7,80,-1.6,275.55
01/17/2017 3:00,3,2.3,0,3,78,-2.1,275.45
01/17/2017 4:00,4,1.6,0,4.7,80,-2.4,274.75
01/17/2017 5:00,5,2,0,4.4,78,-2.4,275.15
01/17/2017 6:00,6,1.7,0,3.3,80,-2.3,274.85
01/17/2017 7:00,7,0.9,0,1.8,82,-2.7,274.05
01/17/2017 8:00,8,1.1,0,3.3,83,-2.3,274.25
01/17/2017 14:00,14,6.2,0,4.6,65,-0.8,279.35
01/17/2017 15:00,15,7,0,3.2,64,-0.2,280.15
01/17/2017 16:00,16,1.8,0,4.9,94,0.6,274.95
01/17/2017 17:00,17,1.2,1,1,95,0.2,274.35
01/17/2017 18:00,18,3,0,5,86,0.2,276.15
01/17/2017 19:00,19,2.6,0,3.7,90,0.6,275.75
01/17/2017 20:00,20,2.4,0,3,88,0,275.55
01/17/2017 21:00,21,2.2,0,4.9,91,0.4,275.35
01/17/2017 22:00,22,0.9,0,0.4,97,0.3,274.05
01/17/2017 23:00,23,0.7,0,1.4,97,0.1,273.85
01/18/2017 0:00,0,0.8,0,0.6,94,-0.4,273.95
01/18/2017 1:00,1,1,0,0.8,95,0,274.15
01/18/2017 2:00,2,1.2,0,1.9,93,-0.2,274.35
01/18/2017 3:00,3,1.3,0,0.5,90,-0.7,274.45
01/18/2017 4:00,4,1.1,0,1.7,90,-0.9,274.25
01/18/2017 5:00,5,0.8,0,2.7,90,-1.2,273.95
01/18/2017 6:00,6,0.5,0,3.6,84,-2.7,273.65
01/18/2017 7:00,7,0.7,0,2.6,77,-3.9,273.85
01/18/2017 8:00,8,1.1,0,3.9,70,-4.9,274.25
01/18/2017 14:00,14,4.5,0,3.7,78,0.1,277.65
01/18/2017 15:00,15,6.2,0,5.4,64,-1,279.35
01/18/2017 16:00,16,7.1,0,5.4,57,-1.5,280.25
01/18/2017 17:00,17,6.5,0,6.7,67,-0.1,279.65
01/18/2017 18:00,18,4.5,0,9.5,75,-0.5,277.65
01/18/2017 19:00,19,1.8,0,5.9,93,0.4,274.95
01/18/2017 20:00,20,1.6,0,3.1,92,0,274.75
01/18/2017 21:00,21,1.5,0,3.5,94,0.3,274.65
01/18/2017 22:00,22,0.5,0,1.2,95,-0.5,273.65
01/18/2017 23:00,23,1.2,0,0.4,86,-1.6,274.35
01/19/2017 0:00,0,1.2,0,1.1,88,-1.2,274.35
01/19/2017 1:00,1,1.2,0,1.1,87,-1.4,274.35
01/19/2017 2:00,2,1.2,0,0.8,85,-1.8,274.35
01/19/2017 3:00,3,0.6,0,1.5,93,-0.8,273.75
01/19/2017 4:00,4,0.5,0,0.3,89,-1.7,273.65
01/19/2017 5:00,5,0.3,0,1.6,88,-2.1,273.45
01/19/2017 6:00,6,0.6,0,1.5,86,-2.2,273.75
01/19/2017 7:00,7,0.1,0,0.1,85,-2.9,273.25
01/19/2017 8:00,8,0.8,0,1.3,82,-2.8,273.95
01/19/2017 14:00,14,6.2,0,6.5,69,0,279.35
01/19/2017 15:00,15,6.3,0,3.5,69,0.1,279.45
01/19/2017 16:00,16,3.4,0,6.2,82,-0.2,276.55
01/19/2017 17:00,17,0.7,1,3.2,98,0.3,273.85
01/19/2017 18:00,18,0.6,1,1,99,0.4,273.75
01/19/2017 19:00,19,1.4,0,1.2,95,0.4,274.55
01/19/2017 20:00,20,1.7,0,3.1,89,-0.5,274.85
01/19/2017 21:00,21,1.6,0,1.3,89,-0.6,274.75
01/19/2017 22:00,22,1.7,0,1.5,84,-1.5,274.85
01/19/2017 23:00,23,1.7,0,3.2,81,-2.1,274.85
01/20/2017 0:00,0,1.8,0,2.5,75,-3.2,274.95
01/20/2017 1:00,1,1.1,0,2.6,79,-3.1,274.25
01/20/2017 2:00,2,0.5,0,2.7,78,-3.9,273.65
01/20/2017 3:00,3,-0.2,0,2.5,72,-5.8,272.95
01/20/2017 4:00,4,-0.6,0,3.9,63,-8,272.55
01/20/2017 5:00,5,-1.1,0,2.5,67,-7.7,272.05
01/20/2017 6:00,6,-1.6,0,3.6,70,-7.6,271.55
01/20/2017 7:00,7,-1.8,0,2.7,72,-7.4,271.35
01/20/2017 8:00,8,-0.9,0,2,67,-7.5,272.25
01/20/2017 14:00,14,6.6,0,5.7,49,-3.6,279.75
01/20/2017 15:00,15,6.9,0,5.9,49,-3.3,280.05
01/20/2017 16:00,16,7.6,0,4.3,51,-2.2,280.75
01/20/2017 17:00,17,4.8,1,2.7,69,-1.4,277.95
01/20/2017 18:00,18,4.1,0,4.3,75,-0.9,277.25
01/20/2017 19:00,19,3.8,0,6.5,76,-1,276.95
01/20/2017 20:00,20,2.1,0,1.8,87,-0.5,275.25
01/20/2017 21:00,21,2.9,0,2.9,66,-3.9,276.05
01/20/2017 22:00,22,2.7,0,2.2,69,-3.5,275.85
01/20/2017 23:00,23,2.5,0,1.4,72,-3.1,275.65
01/21/2017 0:00,0,2,0,1.2,76,-2.8,275.15
01/21/2017 1:00,1,1.4,0,2.4,79,-2.8,274.55
01/21/2017 2:00,2,1,0,4.8,73,-4.4,274.15
01/21/2017 3:00,3,0.6,0,3,59,-7.6,273.75
01/21/2017 4:00,4,-0.2,0,2.3,66,-7,272.95
01/21/2017 5:00,5,0.1,0,0.3,66,-6.7,273.25
01/21/2017 6:00,6,0.2,0,1.8,70,-5.8,273.35
01/21/2017 7:00,7,0.2,0,1.7,74,-5,273.35
01/21/2017 8:00,8,0.6,0,1.6,68,-5.8,273.75
01/21/2017 9:00,9,1.5,0,1.1,67,-5.1,274.65
01/21/2017 10:00,10,2.2,0,3.5,69,-4,275.35
01/21/2017 11:00,11,3.1,0,4.8,66,-3.7,276.25
01/21/2017 12:00,12,3.1,0,3.6,65,-3.9,276.25
01/21/2017 13:00,13,2.1,0,2,78,-2.3,275.25
01/21/2017 14:00,14,4.5,0,4.6,68,-1.9,277.65
01/21/2017 15:00,15,5,0,3.9,61,-2.8,278.15
01/21/2017 16:00,16,2.1,1,1.3,85,-0.9,275.25
01/21/2017 17:00,17,0.7,0,4.5,93,-0.7,273.85
01/21/2017 18:00,18,0.3,0,0.8,97,-0.3,273.45
01/21/2017 19:00,19,2.7,0,0.1,88,0.3,275.85
01/21/2017 20:00,20,2.7,0,0.8,83,-0.7,275.85
01/21/2017 21:00,21,2.7,0,3.4,79,-1.5,275.85
01/21/2017 22:00,22,2.4,0,3.7,76,-2.4,275.55
01/21/2017 23:00,23,1.6,0,3,79,-2.6,274.75
01/22/2017 0:00,0,1.5,0,1.4,76,-3.3,274.65
01/22/2017 1:00,1,1.7,0,1.3,75,-3.3,274.85
01/22/2017 2:00,2,1.8,0,2,75,-3.2,274.95
01/22/2017 3:00,3,1.5,0,1.9,78,-2.9,274.65
01/22/2017 4:00,4,1.1,0,2.3,82,-2.5,274.25
01/22/2017 5:00,5,0.2,0,0.3,93,-1.2,273.35
01/22/2017 6:00,6,0.6,0,0.3,89,-1.6,273.75
01/22/2017 7:00,7,0.8,0,0.1,85,-2.2,273.95
01/22/2017 8:00,8,1.1,0,1.3,85,-1.9,274.25
01/22/2017 9:00,9,1.9,0,1.5,83,-1.5,275.05
01/22/2017 10:00,10,3,0,2.3,75,-2,276.15
01/22/2017 11:00,11,3,0,5.4,75,-2,276.15
01/22/2017 12:00,12,2.3,0,2.8,79,-1.9,275.45
01/22/2017 13:00,13,1.3,1,2,91,-0.5,274.45
01/22/2017 14:00,14,1.4,0,4.4,91,-0.4,274.55
01/22/2017 15:00,15,1.5,1,1.9,93,0.1,274.65
01/22/2017 16:00,16,3.3,0,5.2,84,0.1,276.45
01/22/2017 17:00,17,4.7,0,4.2,73,-0.7,277.85
01/22/2017 18:00,18,5.8,0,4.7,66,-1,278.95
01/22/2017 19:00,19,4,0,4.4,77,-0.6,277.15
01/22/2017 20:00,20,3.7,0,4.7,75,-1.3,276.85
01/22/2017 21:00,21,2.8,0,2.2,80,-1.2,275.95
01/22/2017 22:00,22,2.3,0,0,78,-2.1,275.45
01/22/2017 23:00,23,2.3,0,0.2,76,-2.5,275.45
01/23/2017 0:00,0,2.4,0,0.1,74,-2.8,275.55
01/23/2017 1:00,1,1.3,0,0.5,81,-2.5,274.45
01/23/2017 2:00,2,1.4,0,0.3,76,-3.4,274.55
01/23/2017 3:00,3,0.6,0,2,80,-3.4,273.75
01/23/2017 4:00,4,-0.2,0,2,88,-2.6,272.95
01/23/2017 5:00,5,-0.6,0,1.3,90,-2.6,272.55
01/23/2017 6:00,6,-1.3,0,2.2,95,-2.3,271.85
01/23/2017 7:00,7,-1.4,0,0.6,97,-2,271.75
01/23/2017 8:00,8,-1.2,0,1.1,95,-2.2,271.95
01/23/2017 9:00,9,-0.9,0,1,95,-1.9,272.25
01/23/2017 10:00,10,0.4,0,1,91,-1.4,273.55
01/23/2017 11:00,11,3.8,0,0.9,72,-1.8,276.95
01/23/2017 12:00,12,5.4,0,2.1,61,-2.4,278.55
01/23/2017 14:00,14,7.8,0,3,54,-1.4,280.95
01/23/2017 15:00,15,6.6,1,7.4,61,-1.2,279.75
01/23/2017 16:00,16,3.8,1,7.2,79,-0.4,276.95
01/23/2017 17:00,17,3,0,5.6,87,0.4,276.15
01/23/2017 18:00,18,2.4,0,0.2,89,0.2,275.55
01/23/2017 19:00,19,0.9,1,3.2,96,0.1,274.05
01/23/2017 20:00,20,0.4,0,1.4,98,0,273.55
01/23/2017 21:00,21,0.7,0,0.7,97,0.1,273.85
01/23/2017 22:00,22,0.7,0,0,96,-0.1,273.85
01/23/2017 23:00,23,0.4,0,0,98,0,273.55
01/24/2017 0:00,0,0.6,0,0,98,0.2,273.75
01/24/2017 1:00,1,0.6,0,0.7,98,0.2,273.75
01/24/2017 2:00,2,0.3,0,0,98,-0.1,273.45
01/24/2017 3:00,3,0.1,0,0,97,-0.5,273.25
01/24/2017 4:00,4,0.1,0,0,98,-0.3,273.25
01/24/2017 5:00,5,-0.3,0,0,98,-0.7,272.85
01/24/2017 6:00,6,-0.3,0,0,99,-0.5,272.85
01/24/2017 7:00,7,-0.5,0,0,98,-0.9,272.65
01/24/2017 8:00,8,-0.5,0,0,98,-0.9,272.65
01/24/2017 13:00,13,5.7,0,5.8,65,-1.3,278.85
01/24/2017 14:00,14,5.9,0,6.6,68,-0.5,279.05
01/24/2017 15:00,15,5.9,0,7.7,74,0.7,279.05
01/24/2017 16:00,16,6.1,0,5.4,72,0.5,279.25
01/24/2017 17:00,17,5.9,0,9.4,73,0.5,279.05
01/24/2017 18:00,18,4.4,0,8.7,79,0.2,277.55
01/24/2017 19:00,19,3.8,0,6.7,81,0,276.95
01/24/2017 20:00,20,2.9,0,6.1,84,-0.3,276.05
01/24/2017 21:00,21,2.8,0,8.4,79,-1.4,275.95
01/24/2017 22:00,22,2,0,4.2,82,-1.6,275.15
01/24/2017 23:00,23,1.9,0,3.6,79,-2.3,275.05
01/25/2017 0:00,0,1.9,0,4.5,79,-2.3,275.05
01/25/2017 1:00,1,2,0,3.7,80,-2,275.15
01/25/2017 2:00,2,1.5,0,2.9,81,-2.3,274.65
01/25/2017 3:00,3,1.2,0,1.9,87,-1.4,274.35
01/25/2017 4:00,4,0.6,0,1.4,90,-1.4,273.75
01/25/2017 5:00,5,0.1,0,0.7,95,-0.9,273.25
01/25/2017 6:00,6,0.1,0,1.6,96,-0.7,273.25
01/25/2017 7:00,7,0.2,0,2,95,-0.8,273.35
01/25/2017 13:00,13,4.4,0,9.2,85,1.4,277.55
01/25/2017 14:00,14,4.7,0,8.6,84,1.5,277.85
01/25/2017 15:00,15,4.4,0,8.6,81,0.6,277.55
01/25/2017 16:00,16,4.7,0,8,77,0.1,277.85
01/25/2017 17:00,17,4.7,0,7.8,78,0.3,277.85
01/25/2017 18:00,18,4,0,4.1,82,0.4,277.15
01/25/2017 19:00,19,2.9,0,5.4,85,-0.1,276.05
01/25/2017 20:00,20,2.6,0,2.7,84,-0.6,275.75
01/25/2017 21:00,21,2.3,0,1.9,81,-1.5,275.45
01/25/2017 22:00,22,1.3,0,2.3,85,-1.7,274.45
01/25/2017 23:00,23,1.6,0,2.5,81,-2.2,274.75
01/26/2017 0:00,0,1.5,0,0.2,83,-1.9,274.65
01/26/2017 1:00,1,1.6,0,1.6,84,-1.6,274.75
01/26/2017 2:00,2,1.7,0,1.6,85,-1.3,274.85
01/26/2017 3:00,3,0.6,0,5.3,93,-0.8,273.75
01/26/2017 4:00,4,0.5,0,0.3,91,-1.3,273.65
01/26/2017 5:00,5,-0.3,0,1.7,95,-1.3,272.85
01/26/2017 6:00,6,-0.2,0,0.6,93,-1.6,272.95
01/26/2017 7:00,7,0.3,0,1.1,87,-2.3,273.45
