system:time_start,probability
"Jun 23, 2021",0.833
"Jun 28, 2021",67.72
"Jul 3, 2021",2.365
"Jul 8, 2021",1.677
"Jul 13, 2021",0.9
"Jul 18, 2021",44.648
"Jul 23, 2021",0.934
"Jul 28, 2021",1.525
"Aug 2, 2021",0.952
"Aug 7, 2021",1.567
"Aug 12, 2021",1.105
"Aug 17, 2021",3.777
"Aug 22, 2021",1.336
"Aug 27, 2021",5.813
"Sep 1, 2021",2.813
"Sep 6, 2021",38.841
"Sep 11, 2021",9.957
"Sep 16, 2021",4.098
"Sep 21, 2021",100
"Sep 26, 2021",1.783
"Oct 1, 2021",40.53
"Oct 6, 2021",95.751
"Oct 11, 2021",66.782
"Oct 16, 2021",40.613
"Oct 21, 2021",13.014
"Oct 26, 2021",36.61
"Oct 31, 2021",74.713
"Nov 5, 2021",92.832
"Nov 10, 2021",20.22
"Nov 15, 2021",40.836
"Nov 20, 2021",98.219
"Nov 25, 2021",53.576
"Nov 30, 2021",99.055
"Dec 5, 2021",99.999
"Dec 10, 2021",81.39
"Dec 10, 2021",
"Dec 15, 2021",43.043
"Dec 20, 2021",99.963
"Dec 20, 2021",
"Dec 25, 2021",92.653
"Dec 30, 2021",34.451
"Jan 4, 2022",100
"Jan 9, 2022",95.908
"Jan 9, 2022",
"Jan 14, 2022",90.038
"Jan 19, 2022",62.949
"Jan 24, 2022",99.995
"Jan 29, 2022",97.405
"Feb 3, 2022",5.979
"Feb 8, 2022",25.893
"Feb 13, 2022",41.193
"Feb 18, 2022",100
"Feb 23, 2022",100
"Feb 28, 2022",81.598
"Mar 5, 2022",97.384
"Mar 10, 2022",53.063
"Mar 15, 2022",96.714
"Mar 20, 2022",48.358
"Mar 25, 2022",5.558
"Mar 30, 2022",1.164
"Apr 4, 2022",9.25
"Apr 9, 2022",72.252
"Apr 14, 2022",1.529
"Apr 19, 2022",0.853
"Apr 24, 2022",95.854
"Apr 29, 2022",1.644
"May 4, 2022",2.515
"May 9, 2022",1.189
"May 14, 2022",45.668
"May 19, 2022",8.477
"May 24, 2022",1.002
"May 29, 2022",0.867
"Jun 8, 2022",7.299
"Jun 13, 2022",1.714
"Jun 18, 2022",1.284
"Jun 23, 2022",55.348
"Jun 28, 2022",1.64
"Jul 3, 2022",21.597
"Jul 8, 2022",96.403
"Jul 13, 2022",77.094
"Jul 18, 2022",7.612
"Jul 23, 2022",2.212
"Jul 28, 2022",2.083
"Aug 2, 2022",1.236
"Aug 7, 2022",88.535
"Aug 12, 2022",1.66
"Aug 17, 2022",2.174
"Aug 22, 2022",1.668
"Aug 27, 2022",2.314
"Sep 1, 2022",28.811
"Sep 6, 2022",1.281
"Sep 11, 2022",1.41
"Sep 16, 2022",90.289
"Sep 21, 2022",2.74
"Sep 26, 2022",43.125
"Oct 1, 2022",3.425
"Oct 6, 2022",43.841
"Oct 11, 2022",5.913
"Oct 16, 2022",50.574
"Oct 21, 2022",99.993
"Oct 26, 2022",5.479
"Oct 31, 2022",6.365
"Nov 5, 2022",6.659
"Nov 10, 2022",7.555
"Nov 15, 2022",99.658
"Nov 20, 2022",98.848
"Nov 25, 2022",9.169
"Nov 30, 2022",12.607
"Dec 5, 2022",73.483
"Dec 10, 2022",28.244
"Dec 15, 2022",100
"Dec 20, 2022",100
"Dec 25, 2022",100
"Dec 30, 2022",100
"Jan 4, 2023",99.476
"Jan 9, 2023",38.719
"Jan 14, 2023",24.141
"Jan 19, 2023",100
"Jan 24, 2023",74.47
"Jan 29, 2023",97.125
"Feb 3, 2023",94.508
"Feb 8, 2023",28.394
"Feb 13, 2023",66.577
"Feb 18, 2023",100
"Feb 23, 2023",57.806
"Feb 28, 2023",19.635
"Mar 5, 2023",99.32
"Mar 10, 2023",82.259
"Mar 15, 2023",51.023
"Mar 20, 2023",36.099
"Mar 25, 2023",12.016
"Mar 30, 2023",8.908
"Apr 4, 2023",72.701
"Apr 9, 2023",51.089
"Apr 14, 2023",12.85
"Apr 19, 2023",9.115
"Apr 24, 2023",1.037
"Apr 29, 2023",0.982
"May 4, 2023",46.743
"May 9, 2023",68.846
"May 14, 2023",1.892
"May 19, 2023",1.241
"May 24, 2023",2.735
"May 29, 2023",53.575
"Jun 3, 2023",0.836
"Jun 8, 2023",0.974
"Jun 13, 2023",0.886
"Jun 18, 2023",1.884
"Jun 23, 2023",1.787
"Jun 28, 2023",2.066
"Jul 3, 2023",1.928
"Jul 8, 2023",1.773
"Jul 13, 2023",1.04
"Jul 18, 2023",1.05
"Jul 23, 2023",1.048
"Jul 28, 2023",26.33
"Aug 2, 2023",1.773
"Aug 7, 2023",6.924
"Aug 12, 2023",5.473
"Aug 22, 2023",2.81
"Aug 27, 2023",1.871
"Sep 1, 2023",7.898
"Sep 6, 2023",91.25
"Sep 11, 2023",1.36
"Sep 16, 2023",29.43
"Sep 21, 2023",21.844
"Sep 26, 2023",2.726
"Oct 1, 2023",91.375
"Oct 6, 2023",5.589
"Oct 11, 2023",10.84
"Oct 16, 2023",
"Oct 16, 2023",40.503
"Oct 21, 2023",32.949
"Oct 26, 2023",48.779
"Oct 31, 2023",100
"Nov 5, 2023",81.533
"Nov 10, 2023",57.532
"Nov 15, 2023",86.581
"Nov 20, 2023",88.907
"Nov 25, 2023",99.982
"Nov 30, 2023",77.824
"Dec 5, 2023",72.583
"Dec 5, 2023",
"Dec 10, 2023",24.923
"Dec 10, 2023",
"Dec 15, 2023",84.593
"Dec 20, 2023",35.489
"Dec 25, 2023",20.091
"Dec 30, 2023",89.108
"Jan 4, 2024",100
"Jan 9, 2024",3.354
"Jan 14, 2024",39.722
"Jan 19, 2024",84.265
"Jan 24, 2024",95.295
"Jan 29, 2024",62.596
"Feb 3, 2024",55.365
"Feb 8, 2024",97.004
"Feb 18, 2024",56.418
"Feb 23, 2024",88.383
"Feb 28, 2024",91.211
"Mar 4, 2024",47.912
"Mar 9, 2024",37.942
"Mar 14, 2024",79.726
"Mar 19, 2024",99.988
"Mar 24, 2024",2.206
"Mar 29, 2024",91.304
"Apr 3, 2024",8.768
"Apr 8, 2024",63.441
"Apr 13, 2024",8.044
"Apr 18, 2024",24.371
"Apr 23, 2024",100
"Apr 28, 2024",26.739
"May 3, 2024",93.742
"May 8, 2024",100
"May 13, 2024",69.581
"May 18, 2024",2.051
"May 23, 2024",0.665
"May 28, 2024",1.52
"Jun 2, 2024",0.871
"Jun 7, 2024",2.045
"Jun 12, 2024",11.774
"Jun 17, 2024",0.84
"Jun 22, 2024",1.335
"Jun 27, 2024",1.012
"Jul 2, 2024",1.865
"Jul 7, 2024",2.014
"Jul 12, 2024",2.845
"Jul 17, 2024",1.224
"Jul 22, 2024",2.214
"Jul 27, 2024",2.534
"Aug 1, 2024",1.192
"Aug 6, 2024",99.75
"Aug 11, 2024",1.56
"Aug 16, 2024",1.226
"Aug 21, 2024",1.735
"Aug 26, 2024",4.273
"Aug 31, 2024",2.157
"Sep 5, 2024",2.044
"Sep 10, 2024",2.915
"Sep 15, 2024",38.838
"Sep 20, 2024",4.796
"Sep 25, 2024",3.022
"Sep 30, 2024",41.254
"Oct 5, 2024",22.321
