,0,1,2,3,4,5,6,7,8
0,2.3469584786073483,2.193017738333367,2.4107140514840353,3.207119565456651,3.0531788251826697,3.270875138333338,2.1293004249086493,1.975359684634725,2.193055997785393
1,1.9551203010731228,1.8011795607990848,2.01887587394981,1.3703450723059518,1.2164043320319706,1.4341006451826956,2.675283560525145,2.5213428202511636,2.7390391334018886
2,2.634077636141569,2.480136895867588,2.697833209018256,1.0603019764155306,0.9063612361416062,1.1240575492922176,2.5970549643607796,2.4431142240867416,2.6608105372374666
3,1.9029329840868172,1.7489922438127792,1.9666885569635042,2.0742824147716874,1.9203416744977062,2.1380379876484312,1.4440903290183087,1.2901495887443275,1.5078459018949957
4,2.1897091755936344,2.0357684353196532,2.2534647484703783,3.035360442168951,2.8814197018950267,3.099116015045695,2.585755013949779,2.4318142736757977,2.6495105868265227
5,2.1909179249087174,2.0369771846346794,2.2546734977854044,2.3830220586073665,2.2290813183333285,2.4467776314840535,3.1971313857306427,3.0431906454566047,3.2608869586073297
6,2.7305910249086764,2.576650284634752,2.7943465977854203,2.4937737298402,2.3398329895662187,2.5575293027169437,2.325925346826523,2.1719846065525417,2.38968091970321
7,3.2543190698402213,3.10037832956624,3.3180746427169083,2.9054037298402022,2.751462989566221,2.969159302716946,2.7880450073744782,2.63410426710044,2.8518005802511652
8,2.495246821073124,2.341306080799086,2.559002393949811,2.9623052092922535,2.808364469018329,3.0260607821689405,2.702103575867625,2.548162835593587,2.765859148744312
9,2.7007664054566476,2.5468256651826664,2.7645219783333346,2.471997264086781,2.3180565238127997,2.535752836963468,2.806095025730656,2.652154285456618,2.869850598607343
10,3.4360601084703717,3.2821193681963905,3.4998156813470587,4.083142003812782,3.9292012635388573,4.1468975766895255,2.9531944358676014,2.7992536955936203,3.0169500087443453
11,2.333211184634763,2.179270444360725,2.39696675751145,3.377538168196338,3.2235974279224138,3.441293741073082,2.3606905525799107,2.2067498123059863,2.4244461254565977
12,2.9428545783333675,2.7889138380593863,3.0066101512100545,3.4058578668265227,3.2519171265525415,3.4696134397032097,2.5703075194292637,2.4163667791552257,2.6340630923059507
13,2.3164450821689684,2.162504341895044,2.3802006550456554,3.179887538059347,3.025946797785423,3.243643110936091,3.23954755449779,3.085606814223752,3.303303127374477
14,3.03510010216894,2.8811593618950155,3.0988556750456837,3.2266439490182393,3.072703208744315,3.29039952189504,2.515005404634735,2.361064664360754,2.578760977511422
15,3.803654957237484,3.6497142169635026,3.867410530114171,3.850689264086782,3.6967485238128006,3.914444836963469,2.4999944350457213,2.3460536947716832,2.5637500079224083
16,3.9035740216210115,3.749633281347087,3.9673295944976985,3.3638623599771904,3.209921619703209,3.4276179328539342,2.6175075112100785,2.4635667709360973,2.6812630840867655
17,2.588904345182641,2.4349636049087167,2.652659918059385,3.802875538059368,3.6489347977854436,3.866631110936112,3.7135086238127997,3.5595678835388185,3.7772641966895435
18,2.989905240251119,2.8359644999771945,3.0536608131278626,4.41698920929224,4.263048469018315,4.480744782168983,4.210495409018279,4.056554668744354,4.274250981894966
19,3.809526789292306,3.655586049018268,3.873282362168993,3.4480504147717284,3.2941096744976903,3.5118059876484153,3.204784691757993,3.050843951484069,3.268540264634737
20,2.7579537564155316,2.6040130161415505,2.8217093292922755,4.083142003812782,3.9292012635388573,4.1468975766895255,3.853761475045701,3.69982073477172,3.917517047922388
21,3.2729480029909155,3.1190072627168774,3.3367035758676025,3.377538168196338,3.2235974279224138,3.441293741073082,3.472899091757995,3.3189583514840137,3.536654664634682
22,3.8151365046347223,3.661195764360741,3.878892077511466,3.4058578668265227,3.2519171265525415,3.4696134397032097,2.981136160525125,2.8271954202512006,3.044891733401869
23,3.2265199807990825,3.072579240525158,3.2902755536758264,3.179887538059347,3.025946797785423,3.243643110936091,3.9021729703881647,3.7482322301141835,3.9659285432648517
24,4.059243517785376,3.9053027775114515,4.12299909066212,3.2266439490182393,3.072703208744315,3.29039952189504,3.646819269566265,3.492878529292284,3.710574842442952
25,3.8286585498402133,3.674717809566232,3.8924141227169002,3.850689264086782,3.6967485238128006,3.914444836963469,3.392987933401855,3.239047193127874,3.456743506278542
26,3.5165329550457045,3.3625922147716665,3.5802885279223915,3.3638623599771904,3.209921619703209,3.4276179328539342,4.241320921073054,4.08738018079913,4.305076493949798
27,3.2476347999771633,3.093694059703239,3.311390372853907,3.802875538059368,3.6489347977854436,3.866631110936112,4.228103883812821,4.07416314353884,4.291859456689565
28,3.640570438059399,3.4866296977854176,3.704326010936086,4.41698920929224,4.263048469018315,4.480744782168983,3.0248824827169187,2.8709417424429944,3.0886380555936057
29,4.3869383460046265,4.2329976057305885,4.4506939188813135,3.4480504147717284,3.2941096744976903,3.5118059876484153,4.0617913594292645,3.9078506191552833,4.1255469323059515
30,3.0843786301142018,2.9304378898402206,3.1481342029908888,3.2946052092922287,3.1406644690183043,3.3583607821689725,4.450974256415577,4.297033516141596,4.514729829292264
