,0,1,2,3,4,5,6,7,8
225,7.3105,7.162,7.29,8.8912,8.7001,8.8065,7.3568,7.2167,7.3838
226,7.3041,7.1732,7.2815,8.719,8.5771,8.6812,7.4985,7.3487,7.4905
227,7.2767,7.1613,7.2582,8.8056,8.6814,8.7825,7.5688,7.4345,7.5627
228,7.208,7.088,7.2177,8.9951,8.86,9.028,7.5039,7.3615,7.5327
229,7.1503,7.0862,7.193,8.9915,8.9498,9.0572,7.4692,7.3837,7.5199
230,7.2167,7.1398,7.2372,8.8965,8.8401,8.937,7.5927,7.4979,7.6084
231,7.2553,7.1676,7.2756,8.8429,8.7613,8.8682,7.6636,7.5538,7.6748
232,7.2491,7.1651,7.2917,8.7225,8.644,8.7793,7.5763,7.4779,7.607
233,7.1346,7.072,7.2134,8.5942,8.5424,8.7204,7.4953,7.4279,7.603
234,7.0703,7.0658,7.1924,8.4673,8.4763,8.6443,7.421,7.4197,7.5803
235,7.0365,7.0742,7.1731,8.3366,8.4023,8.5466,7.405,7.4676,7.5871
236,7.1453,7.2415,7.3,8.241,8.3428,8.4707,7.4259,7.5398,7.6286
237,7.3268,7.3184,7.4475,8.2444,8.3551,8.4837,7.5079,7.583,7.6955
238,7.0943,7.1258,7.2184,8.2675,8.3919,8.5044,7.6855,7.7742,7.8513
239,7.2368,7.28,7.3701,8.2655,8.3968,8.5034,7.6544,7.7459,7.831
240,7.3612,7.315,7.4458,8.3092,8.3816,8.5146,7.93,7.9241,8.0631
241,7.4326,7.3595,7.4878,8.2329,8.2945,8.4288,8.0391,7.9917,8.126
242,7.5159,7.4426,7.6346,8.183,8.2348,8.4007,8.1735,8.1306,8.3444
243,7.4088,7.3776,7.5618,8.156,8.2111,8.3943,8.0335,8.0426,8.225
244,7.1483,7.1787,7.3094,8.2579,8.3418,8.5156,7.7529,7.8349,7.9625
245,6.9552,7.0184,7.1078,8.3482,8.4772,8.5644,7.8667,8.0613,8.0298
246,7.0805,7.1797,7.2027,8.5093,8.673,8.6916,8.0452,8.259,8.1746
247,7.2921,7.4113,7.332,8.6993,8.8666,8.7908,8.0217,8.2088,8.1063
248,7.4914,7.5623,7.4792,8.9102,9.0195,8.9441,8.0443,8.19,8.0832
249,7.5812,7.6518,7.5184,8.7777,8.8793,8.7957,8.1602,8.2785,8.1238
250,7.6595,7.7475,7.5328,8.8442,8.9527,8.7829,8.173,8.3053,8.0843
251,7.7016,7.7728,7.5625,8.8248,8.9152,8.7429,8.1187,8.2365,8.0226
252,7.4975,7.5782,7.3902,8.8705,8.9674,8.8087,8.0933,8.2074,8.0121
253,7.3136,7.3834,7.2678,8.9261,8.9959,8.889,8.1266,8.208,8.0742
254,7.2547,7.2903,7.2042,8.8357,8.8882,8.7606,8.2165,8.2802,8.0772
255,7.1891,7.2085,7.1276,8.7296,8.7411,8.629,8.1083,8.1589,7.9727
256,7.1405,7.1468,7.0849,8.6932,8.6562,8.6052,8.2149,8.2215,8.0756
257,7.0864,7.0937,7.0364,8.757,8.6959,8.6857,8.2765,8.2816,8.1099
258,7.1557,7.1566,7.1163,8.5882,8.5364,8.513,8.2593,8.2557,8.0729
259,7.1683,7.142,7.0969,8.6428,8.5605,8.5446,8.1561,8.1402,7.9699
260,7.129,7.085,7.0354,8.5407,8.4473,8.4303,8.1898,8.1317,7.9644
261,7.4309,7.2838,7.2023,8.515,8.3945,8.3842,8.395,8.2452,8.0404
262,7.7128,7.5039,7.6056,8.5025,8.3666,8.4014,8.4137,8.2382,8.1592
263,7.8278,7.6722,7.764,8.446,8.3035,8.3553,8.2751,8.1385,8.0599
264,7.9962,7.956,7.9441,8.3706,8.2266,8.2927,8.2651,8.2322,8.1029
265,8.2264,8.2814,8.1543,8.3647,8.1954,8.292,8.4076,8.4855,8.2468
266,8.2988,8.3606,8.2549,8.461,8.2389,8.3861,8.5899,8.671,8.4638
267,8.404,8.3928,8.2472,8.4407,8.2019,8.3427,8.6468,8.649,8.412
268,8.5421,8.6619,8.4178,8.5448,8.3777,8.4121,8.6242,8.6871,8.3919
269,8.4555,8.4938,8.3208,8.9236,8.7146,8.7728,8.7582,8.7631,8.5183
270,8.4946,8.4472,8.3178,9.0301,8.7601,8.8262,8.8032,8.7473,8.5409
271,8.4618,8.3652,8.2739,9.354,8.995,9.1171,8.92,8.7824,8.6405
272,8.5727,8.3977,8.3749,9.2816,8.9216,9.0555,9.2627,9.0284,8.9818
273,8.7794,8.614,8.5614,9.3309,8.9669,9.0834,9.373,9.1811,9.0788
274,8.6884,8.5565,8.4681,9.5702,9.3213,9.2825,9.3632,9.2234,9.0552
275,8.6353,8.5945,8.4453,9.7556,9.64,9.5015,9.4009,9.3578,9.1265
276,8.71,8.7571,8.5415,9.7339,9.6685,9.5102,9.4727,9.5672,9.2307
277,8.5904,8.5791,8.4157,9.729,9.6575,9.5058,9.4178,9.4899,9.1748
278,8.4142,8.3626,8.2262,9.6403,9.5042,9.4056,9.4491,9.4619,9.2244
279,8.4078,8.3307,8.2211,9.4867,9.3239,9.2656,9.7513,9.7591,9.5945
280,8.5707,8.5386,8.4241,9.4819,9.3563,9.3054,9.6135,9.6768,9.4886
281,8.5871,8.6065,8.4893,9.4925,9.4111,9.3926,9.6097,9.7325,9.5107
282,8.6764,8.7463,8.5927,9.5302,9.4941,9.4554,9.575,9.7122,9.4724
283,9.0394,9.0802,8.9039,9.4161,9.3495,9.3229,9.5652,9.6712,9.4374
284,8.9646,9.0178,8.762,9.2516,9.1743,9.0881,9.7605,9.8596,9.5316
285,9.0873,9.0434,8.7708,9.1296,9.0264,8.8839,10.0435,10.0434,9.6903
286,9.4131,9.2464,8.9538,9.248,9.06,8.8895,10.441,10.2873,9.9252
287,9.7338,9.5013,9.3028,9.2362,9.0174,8.8737,10.1995,10.0443,9.7843
288,9.8707,9.6023,9.4826,9.3162,9.0639,8.9696,10.1875,9.9876,9.8563
289,9.9544,9.7357,9.6954,9.316,9.0799,8.9738,10.4503,10.2815,10.2971
290,10.3702,10.2329,10.1064,9.2589,9.0453,8.9047,10.8321,10.7316,10.684
291,10.0264,9.847,9.7785,9.2054,9.0039,8.8615,10.7514,10.6512,10.5228
292,9.8243,9.5112,9.6081,9.1858,8.9643,8.8342,11.0076,10.732,10.7495
293,9.901,9.5681,9.7119,9.4091,9.2132,9.1203,10.8874,10.6972,10.6798
294,9.8501,9.5643,9.6916,9.9091,9.6691,9.5969,10.7923,10.6388,10.6108
295,9.7614,9.5219,9.6365,10.3987,10.1192,10.0783,10.7993,10.6497,10.6414
296,9.6814,9.4939,9.6086,10.3003,10.0914,10.0878,10.6649,10.5253,10.5602
297,9.7461,9.5406,9.7107,10.2032,9.9615,9.9839,10.7461,10.5602,10.696
298,9.7625,9.613,9.7728,10.1721,9.9414,9.9719,10.594,10.4619,10.5689
299,9.739,9.678,9.7768,10.175,10.0096,9.9822,10.5009,10.4597,10.5137
300,9.6723,9.6285,9.669,10.2503,10.0447,9.874,10.4865,10.4329,10.4015
